user_id,session_id,session_start,session_size,click_article_id,click_timestamp,click_environment,click_deviceGroup,click_os,click_country,click_region,click_referrer_type
10,1.51E+15,1.51E+12,3,198322,1.51E+12,4,1,17,1,18,1
10,1.51E+15,1.51E+12,3,202436,1.51E+12,4,1,17,1,18,1
11,1.51E+15,1.51E+12,2,207122,1.51E+12,4,3,2,1,16,1
11,1.51E+15,1.51E+12,2,119592,1.51E+12,4,3,2,1,16,1
12,1.51E+15,1.51E+12,3,288431,1.51E+12,4,3,20,1,21,2
12,1.51E+15,1.51E+12,3,159359,1.51E+12,4,3,20,1,21,1
12,1.51E+15,1.51E+12,3,119592,1.51E+12,4,3,20,1,21,1
13,1.51E+15,1.51E+12,2,255575,1.51E+12,4,3,20,1,19,1
13,1.51E+15,1.51E+12,2,255340,1.51E+12,4,3,20,1,19,1
14,1.51E+15,1.51E+12,2,96663,1.51E+12,4,4,20,1,6,2
14,1.51E+15,1.51E+12,2,145166,1.51E+12,4,4,20,1,6,2
15,1.51E+15,1.51E+12,2,119592,1.51E+12,4,4,2,1,25,2
15,1.51E+15,1.51E+12,2,108854,1.51E+12,4,4,2,1,25,2
16,1.51E+15,1.51E+12,7,237620,1.51E+12,4,1,17,1,19,1
16,1.51E+15,1.51E+12,7,162286,1.51E+12,4,1,17,1,19,1
16,1.51E+15,1.51E+12,7,157132,1.51E+12,4,1,17,1,19,1
16,1.51E+15,1.51E+12,7,207122,1.51E+12,4,1,17,1,19,1
16,1.51E+15,1.51E+12,7,206233,1.51E+12,4,1,17,1,19,1
16,1.51E+15,1.51E+12,7,256163,1.51E+12,4,1,17,1,19,1
16,1.51E+15,1.51E+12,7,338351,1.51E+12,4,1,17,1,19,1
17,1.51E+15,1.51E+12,3,264013,1.51E+12,4,1,17,1,25,1
17,1.51E+15,1.51E+12,3,157861,1.51E+12,4,1,17,1,25,1
17,1.51E+15,1.51E+12,3,348103,1.51E+12,4,1,17,1,25,1
18,1.51E+15,1.51E+12,6,286421,1.51E+12,4,1,17,1,24,1
18,1.51E+15,1.51E+12,6,286420,1.51E+12,4,1,17,1,24,1
18,1.51E+15,1.51E+12,6,286414,1.51E+12,4,1,17,1,24,1
18,1.51E+15,1.51E+12,6,286417,1.51E+12,4,1,17,1,24,1
18,1.51E+15,1.51E+12,6,286410,1.51E+12,4,1,17,1,24,1
18,1.51E+15,1.51E+12,6,168868,1.51E+12,4,1,17,1,24,1
19,1.51E+15,1.51E+12,2,284847,1.51E+12,4,3,20,1,16,1
19,1.51E+15,1.51E+12,2,119592,1.51E+12,4,3,20,1,16,1
20,1.51E+15,1.51E+12,2,157541,1.51E+12,4,1,17,1,9,1
20,1.51E+15,1.51E+12,2,157485,1.51E+12,4,1,17,1,9,1
21,1.51E+15,1.51E+12,2,313504,1.51E+12,4,1,17,1,21,2
21,1.51E+15,1.51E+12,2,140720,1.51E+12,4,1,17,1,21,2
22,1.51E+15,1.51E+12,4,168868,1.51E+12,4,3,2,1,21,1
22,1.51E+15,1.51E+12,4,119592,1.51E+12,4,3,2,1,21,1
22,1.51E+15,1.51E+12,4,96663,1.51E+12,4,3,2,1,21,1
22,1.51E+15,1.51E+12,4,270225,1.51E+12,4,3,2,1,21,1
23,1.51E+15,1.51E+12,3,272947,1.51E+12,4,3,2,1,21,1
23,1.51E+15,1.51E+12,3,159359,1.51E+12,4,3,2,1,21,1
23,1.51E+15,1.51E+12,3,2137,1.51E+12,4,3,2,1,21,1
24,1.51E+15,1.51E+12,4,162286,1.51E+12,4,1,17,1,25,1
24,1.51E+15,1.51E+12,4,287174,1.51E+12,4,1,17,1,25,5
24,1.51E+15,1.51E+12,4,161498,1.51E+12,4,1,17,1,25,1
24,1.51E+15,1.51E+12,4,69341,1.51E+12,4,1,17,1,25,1
25,1.51E+15,1.51E+12,2,128289,1.51E+12,4,3,2,1,13,1
25,1.51E+15,1.51E+12,2,129960,1.51E+12,4,3,2,1,13,1
26,1.51E+15,1.51E+12,3,119592,1.51E+12,4,3,2,1,13,2
26,1.51E+15,1.51E+12,3,4658,1.51E+12,4,3,2,1,13,1
26,1.51E+15,1.51E+12,3,168868,1.51E+12,4,3,2,1,13,1
27,1.51E+15,1.51E+12,2,108854,1.51E+12,4,1,17,1,6,2
27,1.51E+15,1.51E+12,2,97600,1.51E+12,4,1,17,1,6,2
28,1.51E+15,1.51E+12,2,108854,1.51E+12,4,3,2,1,8,7
28,1.51E+15,1.51E+12,2,61599,1.51E+12,4,3,2,1,8,7
29,1.51E+15,1.51E+12,2,96663,1.51E+12,4,1,17,1,21,2
29,1.51E+15,1.51E+12,2,288431,1.51E+12,4,1,17,1,21,2
30,1.51E+15,1.51E+12,2,96663,1.51E+12,4,1,12,1,21,2
30,1.51E+15,1.51E+12,2,284847,1.51E+12,4,1,12,1,21,2
31,1.51E+15,1.51E+12,2,207122,1.51E+12,4,1,17,1,7,1
31,1.51E+15,1.51E+12,2,338351,1.51E+12,4,1,17,1,7,1
32,1.51E+15,1.51E+12,3,288431,1.51E+12,4,3,2,1,25,2
32,1.51E+15,1.51E+12,3,235840,1.51E+12,4,3,2,1,25,2
32,1.51E+15,1.51E+12,3,351615,1.51E+12,4,3,2,1,25,2
33,1.51E+15,1.51E+12,2,272947,1.51E+12,4,1,17,1,20,1
33,1.51E+15,1.51E+12,2,108854,1.51E+12,4,1,17,1,20,1
34,1.51E+15,1.51E+12,2,202436,1.51E+12,4,3,2,11,28,2
34,1.51E+15,1.51E+12,2,119592,1.51E+12,4,3,2,11,28,2
35,1.51E+15,1.51E+12,2,308807,1.51E+12,4,3,20,1,25,7
35,1.51E+15,1.51E+12,2,106933,1.51E+12,4,3,20,1,25,7
36,1.51E+15,1.51E+12,2,283908,1.51E+12,4,3,2,1,17,2
36,1.51E+15,1.51E+12,2,159359,1.51E+12,4,3,2,1,17,2
37,1.51E+15,1.51E+12,2,284847,1.51E+12,4,1,17,1,8,1
37,1.51E+15,1.51E+12,2,168701,1.51E+12,4,1,17,1,8,1
38,1.51E+15,1.51E+12,3,145166,1.51E+12,4,1,17,1,25,6
38,1.51E+15,1.51E+12,3,283908,1.51E+12,4,1,17,1,25,6
38,1.51E+15,1.51E+12,3,277681,1.51E+12,4,1,17,1,25,6
39,1.51E+15,1.51E+12,2,119592,1.51E+12,4,3,2,1,16,7
39,1.51E+15,1.51E+12,2,284847,1.51E+12,4,3,2,1,16,7
40,1.51E+15,1.51E+12,2,119592,1.51E+12,4,1,12,1,25,1
40,1.51E+15,1.51E+12,2,144829,1.51E+12,4,1,12,1,25,1
41,1.51E+15,1.51E+12,3,286418,1.51E+12,4,1,17,1,25,5
41,1.51E+15,1.51E+12,3,284845,1.51E+12,4,1,17,1,25,1
41,1.51E+15,1.51E+12,3,286413,1.51E+12,4,1,17,1,25,1
42,1.51E+15,1.51E+12,3,145166,1.51E+12,4,3,20,1,25,1
42,1.51E+15,1.51E+12,3,284346,1.51E+12,4,3,20,1,25,1
42,1.51E+15,1.51E+12,3,157861,1.51E+12,4,3,20,1,25,1
43,1.51E+15,1.51E+12,2,145166,1.51E+12,4,1,17,1,21,2
43,1.51E+15,1.51E+12,2,119592,1.51E+12,4,1,17,1,21,2
44,1.51E+15,1.51E+12,5,108854,1.51E+12,4,1,17,1,12,1
44,1.51E+15,1.51E+12,5,72624,1.51E+12,4,1,17,1,12,1
44,1.51E+15,1.51E+12,5,114161,1.51E+12,4,1,17,1,12,1
44,1.51E+15,1.51E+12,5,157541,1.51E+12,4,1,17,1,12,1
44,1.51E+15,1.51E+12,5,119592,1.51E+12,4,1,17,1,12,1
45,1.51E+15,1.51E+12,2,157541,1.51E+12,4,1,17,1,17,1
45,1.51E+15,1.51E+12,2,157485,1.51E+12,4,1,17,1,17,1
46,1.51E+15,1.51E+12,2,207122,1.51E+12,4,1,17,1,24,1
46,1.51E+15,1.51E+12,2,207129,1.51E+12,4,1,17,1,24,1
47,1.51E+15,1.51E+12,2,300537,1.51E+12,4,3,20,1,25,1
47,1.51E+15,1.51E+12,2,96663,1.51E+12,4,3,20,1,25,1
48,1.51E+15,1.51E+12,2,119592,1.51E+12,4,1,17,1,20,2
48,1.51E+15,1.51E+12,2,272947,1.51E+12,4,1,17,1,20,2
49,1.51E+15,1.51E+12,2,283904,1.51E+12,4,3,2,1,25,1
49,1.51E+15,1.51E+12,2,331293,1.51E+12,4,3,2,1,25,1
50,1.51E+15,1.51E+12,2,96663,1.51E+12,4,1,17,1,25,2
50,1.51E+15,1.51E+12,2,284847,1.51E+12,4,1,17,1,25,2
51,1.51E+15,1.51E+12,2,284847,1.51E+12,4,3,2,1,25,2
51,1.51E+15,1.51E+12,2,288431,1.51E+12,4,3,2,1,25,2
52,1.51E+15,1.51E+12,2,160474,1.51E+12,4,1,17,1,5,2
52,1.51E+15,1.51E+12,2,207122,1.51E+12,4,1,17,1,5,2
53,1.51E+15,1.51E+12,3,284847,1.51E+12,4,3,20,1,21,1
53,1.51E+15,1.51E+12,3,236682,1.51E+12,4,3,20,1,21,1
53,1.51E+15,1.51E+12,3,119592,1.51E+12,4,3,20,1,21,1
54,1.51E+15,1.51E+12,2,119592,1.51E+12,4,3,2,1,5,2
54,1.51E+15,1.51E+12,2,32608,1.51E+12,4,3,2,1,5,2
55,1.51E+15,1.51E+12,2,161927,1.51E+12,4,1,13,1,4,5
55,1.51E+15,1.51E+12,2,207122,1.51E+12,4,1,13,1,4,5
56,1.51E+15,1.51E+12,3,288431,1.51E+12,4,1,17,1,8,2
56,1.51E+15,1.51E+12,3,97600,1.51E+12,4,1,17,1,8,1
56,1.51E+15,1.51E+12,3,119592,1.51E+12,4,1,17,1,8,1
57,1.51E+15,1.51E+12,2,119592,1.51E+12,2,4,2,1,25,1
57,1.51E+15,1.51E+12,2,108854,1.51E+12,2,4,2,1,25,1
58,1.51E+15,1.51E+12,2,119592,1.51E+12,4,3,2,1,21,1
58,1.51E+15,1.51E+12,2,168701,1.51E+12,4,3,2,1,21,1
59,1.51E+15,1.51E+12,2,234853,1.51E+12,4,3,2,1,21,1
59,1.51E+15,1.51E+12,2,234995,1.51E+12,4,3,2,1,21,1
60,1.51E+15,1.51E+12,3,168868,1.51E+12,4,4,20,1,26,1
60,1.51E+15,1.51E+12,3,106886,1.51E+12,4,4,20,1,26,1
60,1.51E+15,1.51E+12,3,78346,1.51E+12,4,4,20,1,26,1
61,1.51E+15,1.51E+12,2,284847,1.51E+12,4,1,17,1,25,2
61,1.51E+15,1.51E+12,2,288431,1.51E+12,4,1,17,1,25,2
62,1.51E+15,1.51E+12,2,209723,1.51E+12,4,1,17,1,21,1
62,1.51E+15,1.51E+12,2,251735,1.51E+12,4,1,17,1,21,1
63,1.51E+15,1.51E+12,2,284847,1.51E+12,4,4,20,1,25,2
63,1.51E+15,1.51E+12,2,108854,1.51E+12,4,4,20,1,25,2
64,1.51E+15,1.51E+12,16,119592,1.51E+12,4,1,17,1,25,1
64,1.51E+15,1.51E+12,16,236294,1.51E+12,4,1,17,1,25,1
64,1.51E+15,1.51E+12,16,235840,1.51E+12,4,1,17,1,25,1
64,1.51E+15,1.51E+12,16,235325,1.51E+12,4,1,17,1,25,1
64,1.51E+15,1.51E+12,16,293182,1.51E+12,4,1,17,1,25,1
64,1.51E+15,1.51E+12,16,292980,1.51E+12,4,1,17,1,25,1
64,1.51E+15,1.51E+12,16,293264,1.51E+12,4,1,17,1,25,1
64,1.51E+15,1.51E+12,16,168868,1.51E+12,4,1,17,1,25,1
64,1.51E+15,1.51E+12,16,293285,1.51E+12,4,1,17,1,25,1
64,1.51E+15,1.51E+12,16,157132,1.51E+12,4,1,17,1,25,1
64,1.51E+15,1.51E+12,16,4243,1.51E+12,4,1,17,1,25,1
64,1.51E+15,1.51E+12,16,68866,1.51E+12,4,1,17,1,25,1
64,1.51E+15,1.51E+12,16,331813,1.51E+12,4,1,17,1,25,1
64,1.51E+15,1.51E+12,16,158964,1.51E+12,4,1,17,1,25,1
64,1.51E+15,1.51E+12,16,30970,1.51E+12,4,1,17,1,25,1
64,1.51E+15,1.51E+12,16,234853,1.51E+12,4,1,17,1,25,1
65,1.51E+15,1.51E+12,2,68866,1.51E+12,4,3,20,1,15,1
65,1.51E+15,1.51E+12,2,156718,1.51E+12,4,3,20,1,15,1
66,1.51E+15,1.51E+12,2,205897,1.51E+12,4,3,2,1,25,1
66,1.51E+15,1.51E+12,2,166552,1.51E+12,4,3,2,1,25,1
67,1.51E+15,1.51E+12,2,207122,1.51E+12,4,1,17,1,16,1
67,1.51E+15,1.51E+12,2,110687,1.51E+12,4,1,17,1,16,1
68,1.51E+15,1.51E+12,5,272660,1.51E+12,4,1,17,1,20,2
68,1.51E+15,1.51E+12,5,313504,1.51E+12,4,1,17,1,20,2
68,1.51E+15,1.51E+12,5,59758,1.51E+12,4,1,17,1,20,2
68,1.51E+15,1.51E+12,5,175040,1.51E+12,4,1,17,1,20,2
68,1.51E+15,1.51E+12,5,199198,1.51E+12,4,1,17,1,20,2
69,1.51E+15,1.51E+12,2,119592,1.51E+12,4,3,2,1,24,2
69,1.51E+15,1.51E+12,2,217852,1.51E+12,4,3,2,1,24,2
70,1.51E+15,1.51E+12,3,119592,1.51E+12,4,3,2,1,13,2
70,1.51E+15,1.51E+12,3,144829,1.51E+12,4,3,2,1,13,1
70,1.51E+15,1.51E+12,3,136590,1.51E+12,4,3,2,1,13,1
71,1.51E+15,1.51E+12,2,119592,1.51E+12,4,3,20,1,9,2
71,1.51E+15,1.51E+12,2,168701,1.51E+12,4,3,20,1,9,2
72,1.51E+15,1.51E+12,2,270847,1.51E+12,4,1,17,1,20,1
72,1.51E+15,1.51E+12,2,270850,1.51E+12,4,1,17,1,20,1
73,1.51E+15,1.51E+12,3,145119,1.51E+12,4,1,17,1,6,1
73,1.51E+15,1.51E+12,3,144938,1.51E+12,4,1,17,1,6,1
73,1.51E+15,1.51E+12,3,237620,1.51E+12,4,1,17,1,6,1
74,1.51E+15,1.51E+12,2,205859,1.51E+12,4,1,17,1,25,1
74,1.51E+15,1.51E+12,2,119592,1.51E+12,4,1,17,1,25,1
75,1.51E+15,1.51E+12,2,251222,1.51E+12,4,3,2,1,21,1
75,1.51E+15,1.51E+12,2,251735,1.51E+12,4,3,2,1,21,1
76,1.51E+15,1.51E+12,2,157541,1.51E+12,4,3,2,1,21,1
76,1.51E+15,1.51E+12,2,284845,1.51E+12,4,3,2,1,21,1
77,1.51E+15,1.51E+12,2,288431,1.51E+12,4,1,17,1,25,2
77,1.51E+15,1.51E+12,2,210017,1.51E+12,4,1,17,1,25,2
78,1.51E+15,1.51E+12,3,108854,1.51E+12,4,3,20,1,25,1
78,1.51E+15,1.51E+12,3,207122,1.51E+12,4,3,20,1,25,1
78,1.51E+15,1.51E+12,3,106799,1.51E+12,4,3,20,1,25,1
79,1.51E+15,1.51E+12,2,159359,1.51E+12,4,3,2,1,13,1
79,1.51E+15,1.51E+12,2,205897,1.51E+12,4,3,2,1,13,1
80,1.51E+15,1.51E+12,2,190703,1.51E+12,4,3,20,1,17,1
80,1.51E+15,1.51E+12,2,119592,1.51E+12,4,3,20,1,17,1
81,1.51E+15,1.51E+12,2,157541,1.51E+12,4,1,17,1,21,1
81,1.51E+15,1.51E+12,2,159944,1.51E+12,4,1,17,1,21,1
82,1.51E+15,1.51E+12,2,108854,1.51E+12,4,1,17,1,5,2
82,1.51E+15,1.51E+12,2,119592,1.51E+12,4,1,17,1,5,2
83,1.51E+15,1.51E+12,2,271216,1.51E+12,4,3,2,1,21,7
83,1.51E+15,1.51E+12,2,29882,1.51E+12,4,3,2,1,21,7
84,1.51E+15,1.51E+12,3,235840,1.51E+12,4,1,17,1,25,2
84,1.51E+15,1.51E+12,3,198322,1.51E+12,4,1,17,1,25,1
84,1.51E+15,1.51E+12,3,198420,1.51E+12,4,1,17,1,25,1
85,1.51E+15,1.51E+12,2,7947,1.51E+12,4,1,12,1,21,1
85,1.51E+15,1.51E+12,2,119592,1.51E+12,4,1,12,1,21,1
86,1.51E+15,1.51E+12,2,106984,1.51E+12,4,3,2,1,25,1
86,1.51E+15,1.51E+12,2,157077,1.51E+12,4,3,2,1,25,1
87,1.51E+15,1.51E+12,3,202436,1.51E+12,4,3,2,1,25,2
87,1.51E+15,1.51E+12,3,235840,1.51E+12,4,3,2,1,25,2
87,1.51E+15,1.51E+12,3,96663,1.51E+12,4,3,2,1,25,2
88,1.51E+15,1.51E+12,3,145166,1.51E+12,4,3,2,1,25,2
88,1.51E+15,1.51E+12,3,284845,1.51E+12,4,3,2,1,25,1
88,1.51E+15,1.51E+12,3,308807,1.51E+12,4,3,2,1,25,1
89,1.51E+15,1.51E+12,3,288431,1.51E+12,4,3,20,1,25,2
89,1.51E+15,1.51E+12,3,284847,1.51E+12,4,3,20,1,25,2
89,1.51E+15,1.51E+12,3,96663,1.51E+12,4,3,20,1,25,2
90,1.51E+15,1.51E+12,2,145166,1.51E+12,4,1,17,1,12,2
90,1.51E+15,1.51E+12,2,288431,1.51E+12,4,1,17,1,12,2
91,1.51E+15,1.51E+12,2,119592,1.51E+12,4,3,2,1,21,2
91,1.51E+15,1.51E+12,2,332114,1.51E+12,4,3,2,1,21,2
92,1.51E+15,1.51E+12,2,119592,1.51E+12,4,3,20,1,24,2
92,1.51E+15,1.51E+12,2,209723,1.51E+12,4,3,20,1,24,2
93,1.51E+15,1.51E+12,3,108854,1.51E+12,4,3,20,1,8,2
93,1.51E+15,1.51E+12,3,235840,1.51E+12,4,3,20,1,8,1
93,1.51E+15,1.51E+12,3,119592,1.51E+12,4,3,20,1,8,1
94,1.51E+15,1.51E+12,7,277681,1.51E+12,4,3,2,1,21,1
94,1.51E+15,1.51E+12,7,59782,1.51E+12,4,3,2,1,21,1
94,1.51E+15,1.51E+12,7,168868,1.51E+12,4,3,2,1,21,1
94,1.51E+15,1.51E+12,7,207122,1.51E+12,4,3,2,1,21,1
94,1.51E+15,1.51E+12,7,68866,1.51E+12,4,3,2,1,21,1
94,1.51E+15,1.51E+12,7,236294,1.51E+12,4,3,2,1,21,1
94,1.51E+15,1.51E+12,7,119592,1.51E+12,4,3,2,1,21,1
95,1.51E+15,1.51E+12,2,119592,1.51E+12,4,3,2,11,28,2
95,1.51E+15,1.51E+12,2,284845,1.51E+12,4,3,2,11,28,2
96,1.51E+15,1.51E+12,2,145166,1.51E+12,4,1,17,1,25,2
96,1.51E+15,1.51E+12,2,284847,1.51E+12,4,1,17,1,25,2
97,1.51E+15,1.51E+12,2,207122,1.51E+12,4,3,2,1,21,1
97,1.51E+15,1.51E+12,2,205897,1.51E+12,4,3,2,1,21,1
98,1.51E+15,1.51E+12,3,312545,1.51E+12,4,3,2,1,21,1
98,1.51E+15,1.51E+12,3,159359,1.51E+12,4,3,2,1,21,1
98,1.51E+15,1.51E+12,3,284847,1.51E+12,4,3,2,1,21,1
99,1.51E+15,1.51E+12,2,96663,1.51E+12,4,3,2,1,25,2
99,1.51E+15,1.51E+12,2,284847,1.51E+12,4,3,2,1,25,2
100,1.51E+15,1.51E+12,4,332114,1.51E+12,4,3,2,1,25,1
100,1.51E+15,1.51E+12,4,331293,1.51E+12,4,3,2,1,25,1
100,1.51E+15,1.51E+12,4,331225,1.51E+12,4,3,2,1,25,1
100,1.51E+15,1.51E+12,4,108854,1.51E+12,4,3,2,1,25,1
101,1.51E+15,1.51E+12,2,236682,1.51E+12,4,3,2,1,21,1
101,1.51E+15,1.51E+12,2,145166,1.51E+12,4,3,2,1,21,1
102,1.51E+15,1.51E+12,8,96663,1.51E+12,4,3,2,1,8,7
102,1.51E+15,1.51E+12,8,284845,1.51E+12,4,3,2,1,8,1
102,1.51E+15,1.51E+12,8,119592,1.51E+12,4,3,2,1,8,1
102,1.51E+15,1.51E+12,8,284847,1.51E+12,4,3,2,1,8,1
102,1.51E+15,1.51E+12,8,285412,1.51E+12,4,3,2,1,8,7
102,1.51E+15,1.51E+12,8,363291,1.51E+12,4,3,2,1,8,1
102,1.51E+15,1.51E+12,8,361700,1.51E+12,4,3,2,1,8,7
102,1.51E+15,1.51E+12,8,207122,1.51E+12,4,3,2,1,8,7
103,1.51E+15,1.51E+12,2,293182,1.51E+12,4,1,17,1,25,1
103,1.51E+15,1.51E+12,2,292980,1.51E+12,4,1,17,1,25,1
104,1.51E+15,1.51E+12,2,205897,1.51E+12,4,3,2,1,5,1
104,1.51E+15,1.51E+12,2,119592,1.51E+12,4,3,2,1,5,1
105,1.51E+15,1.51E+12,2,108854,1.51E+12,4,3,2,1,11,1
105,1.51E+15,1.51E+12,2,119592,1.51E+12,4,3,2,1,11,1
106,1.51E+15,1.51E+12,3,108854,1.51E+12,4,4,20,1,21,2
106,1.51E+15,1.51E+12,3,284847,1.51E+12,4,4,20,1,21,2
106,1.51E+15,1.51E+12,3,168868,1.51E+12,4,4,20,1,21,2
107,1.51E+15,1.51E+12,2,96663,1.51E+12,4,1,17,1,25,2
107,1.51E+15,1.51E+12,2,288431,1.51E+12,4,1,17,1,25,2
108,1.51E+15,1.51E+12,2,68866,1.51E+12,4,1,17,1,25,2
108,1.51E+15,1.51E+12,2,108854,1.51E+12,4,1,17,1,25,2
109,1.51E+15,1.51E+12,3,284847,1.51E+12,2,3,20,1,21,2
109,1.51E+15,1.51E+12,3,288431,1.51E+12,2,3,20,1,21,2
109,1.51E+15,1.51E+12,3,96663,1.51E+12,2,3,20,1,21,2
110,1.51E+15,1.51E+12,4,237620,1.51E+12,4,3,2,1,20,1
110,1.51E+15,1.51E+12,4,106819,1.51E+12,4,3,2,1,20,1
110,1.51E+15,1.51E+12,4,293264,1.51E+12,4,3,2,1,20,1
110,1.51E+15,1.51E+12,4,119592,1.51E+12,4,3,2,1,20,1
111,1.51E+15,1.51E+12,2,202436,1.51E+12,4,3,2,1,9,7
111,1.51E+15,1.51E+12,2,96663,1.51E+12,4,3,2,1,9,7
112,1.51E+15,1.51E+12,3,207374,1.51E+12,4,1,17,1,16,1
112,1.51E+15,1.51E+12,3,195586,1.51E+12,4,1,17,1,16,1
112,1.51E+15,1.51E+12,3,72618,1.51E+12,4,1,17,1,16,1
113,1.51E+15,1.51E+12,3,284847,1.51E+12,4,3,2,1,25,1
113,1.51E+15,1.51E+12,3,157077,1.51E+12,4,3,2,1,25,1
113,1.51E+15,1.51E+12,3,156025,1.51E+12,4,3,2,1,25,1
114,1.51E+15,1.51E+12,2,288431,1.51E+12,4,1,17,1,10,2
114,1.51E+15,1.51E+12,2,119592,1.51E+12,4,1,17,1,10,2
115,1.51E+15,1.51E+12,3,236294,1.51E+12,4,3,2,1,25,1
115,1.51E+15,1.51E+12,3,119592,1.51E+12,4,3,2,1,25,1
115,1.51E+15,1.51E+12,3,284847,1.51E+12,4,3,2,1,25,1
116,1.51E+15,1.51E+12,2,235840,1.51E+12,4,3,2,1,12,2
116,1.51E+15,1.51E+12,2,96663,1.51E+12,4,3,2,1,12,2
117,1.51E+15,1.51E+12,2,237620,1.51E+12,4,1,12,1,25,5
117,1.51E+15,1.51E+12,2,162286,1.51E+12,4,1,12,1,25,5
118,1.51E+15,1.51E+12,2,96663,1.51E+12,4,3,20,1,20,2
118,1.51E+15,1.51E+12,2,288431,1.51E+12,4,3,20,1,20,2
119,1.51E+15,1.51E+12,2,108854,1.51E+12,4,1,12,1,9,2
119,1.51E+15,1.51E+12,2,68866,1.51E+12,4,1,12,1,9,2
120,1.51E+15,1.51E+12,2,284847,1.51E+12,4,3,2,1,25,2
120,1.51E+15,1.51E+12,2,288431,1.51E+12,4,3,2,1,25,2
121,1.51E+15,1.51E+12,3,235840,1.51E+12,2,3,20,10,28,2
121,1.51E+15,1.51E+12,3,157541,1.51E+12,2,3,20,10,28,2
121,1.51E+15,1.51E+12,3,288431,1.51E+12,2,3,20,10,28,2
122,1.51E+15,1.51E+12,2,235840,1.51E+12,4,3,20,1,16,2
122,1.51E+15,1.51E+12,2,96663,1.51E+12,4,3,20,1,16,2
123,1.51E+15,1.51E+12,2,160474,1.51E+12,4,1,17,1,21,4
123,1.51E+15,1.51E+12,2,119592,1.51E+12,4,1,17,1,21,4
124,1.51E+15,1.51E+12,3,235840,1.51E+12,4,1,13,1,25,2
124,1.51E+15,1.51E+12,3,284847,1.51E+12,4,1,13,1,25,2
124,1.51E+15,1.51E+12,3,285412,1.51E+12,4,1,13,1,25,2
125,1.51E+15,1.51E+12,2,106819,1.51E+12,4,3,20,1,25,1
125,1.51E+15,1.51E+12,2,119592,1.51E+12,4,3,20,1,25,1
126,1.51E+15,1.51E+12,5,255575,1.51E+12,4,3,2,1,6,1
126,1.51E+15,1.51E+12,5,254816,1.51E+12,4,3,2,1,6,1
126,1.51E+15,1.51E+12,5,255930,1.51E+12,4,3,2,1,6,1
126,1.51E+15,1.51E+12,5,255703,1.51E+12,4,3,2,1,6,1
126,1.51E+15,1.51E+12,5,255368,1.51E+12,4,3,2,1,6,1
127,1.51E+15,1.51E+12,2,119592,1.51E+12,4,1,17,1,20,1
127,1.51E+15,1.51E+12,2,168868,1.51E+12,4,1,17,1,20,1
128,1.51E+15,1.51E+12,2,96663,1.51E+12,4,3,20,1,25,7
128,1.51E+15,1.51E+12,2,119592,1.51E+12,4,3,20,1,25,7
129,1.51E+15,1.51E+12,2,119592,1.51E+12,4,3,2,1,21,2
129,1.51E+15,1.51E+12,2,235840,1.51E+12,4,3,2,1,21,2
130,1.51E+15,1.51E+12,2,108854,1.51E+12,4,1,17,1,21,2
130,1.51E+15,1.51E+12,2,237620,1.51E+12,4,1,17,1,21,2
131,1.51E+15,1.51E+12,2,96663,1.51E+12,4,3,2,1,19,2
131,1.51E+15,1.51E+12,2,205897,1.51E+12,4,3,2,1,19,2
132,1.51E+15,1.51E+12,2,288754,1.51E+12,2,4,2,1,25,1
